concept_id,concept_name,status,concept_oid,last_update_date,last_update_note,concept_type,content_source,external_source_detail,concept_scope,value_set_search_notes,code,code_description,coding_system_id,coding_system_version
49,Ehrlichiosis,reviewed,,2024-05-16,Updated 5/2024 to add SNOMED CT codes to value set contents.,condition,Tuva-developed,,"Included: Any illness described as ""ehrlichiosis"" or due to organisms in the genus Ehrlichia, including E. chaffeensis, E. ewingii, and E. muris eauclairensis.

Disease due to Anaplasma phagocytophilum or Neorickettsia sennetsu is not in scope for this concept.  A. phagocytophilum was previously identified by the names Ehrlichia phagocytophila and Ehrlichia equi, and the illness caused by this organism, which is now known as ""human granulocytic anaplasmosis"", was previously known as ""human granulocytic ehrlichiosis"".  N. sennetsu causes an ""ehrlichial-like"" illness but unlike Ehrlichia and Anaplasma species, is not tick-transmitted.

The above scope clarification is intended to avoid any ambiguity that might result from the fact that in some contexts, disease due to A. phagocytophilum and N. sennetsu are grouped under the general heading of ""Ehrlichiosis"".","Candidate codes were identified for review based on ""contains"" searches for
1. ehrlich",240626005,Human ehrlichiosis (disorder),1,http://snomed.info/sct/731000124108/version/20240301
50,Helicobacter pylori Infection,reviewed,,2024-04-03,,condition,Tuva-developed,,All codes that describe infection with or disease due to Helicobacter pylori,"Candidate codes were identified for review based on ""contains"" searches for
1. helicobact
2. pylori
3. campylobact",721730009,Infection caused by Helicobacter pylori (disorder),1,http://snomed.info/sct/731000124108/version/20240301
51,Herpes Simplex Infection,reviewed,,2024-04-03,,condition,Tuva-developed,,All codes that describe infection with or disease due to Herpes simplex virus or any type thereof.,"Candidate codes were identified for review based on ""contains"" searches for
1. herpe
2. simplex

And ICD-10-CM code ranges: A60* and B00*",88594005,Herpes simplex (disorder),1,http://snomed.info/sct/731000124108/version/20240301
52,Stem Cell Transplantation,reviewed,,2024-04-20,,therapy,Tuva-developed,,"Included:
1. Procedures described as ""stem cell transplantation"" or explicitly involving introduction of stem cells into the circulation.
2. Stated history of receiving a stem cell transplantation.

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Removal or ""harvesting"" of stem cells.  While this generally precedes stem cell transplantation, it is not a guarantee that the transplantation took place, and the transplantation recipient could be another person.
2. Infusion or ""transplantation"" of bone marrow, since this bone marrow contains mature and non-stem-cell hematopoietic progenitor cells in addition to stem cells.  It is recognized that in some contexts, a bone marrow transplantation may be considered to be a type of ""stem cell transplantation"", but the preponderance of usage appears to draw a distinction between the two.
3. Introduction of stem cells anywhere other than the circulation, e.g. intracranially or spinally, since, while such procedures constitute ""stem cell therapy"", they don't constitute ""stem cell transplantation"", since the intent is not for the infused stem cells to entirely replace the patient's current hematopoietic stem cell population.","Candidate codes were identified for review based on ""contains"" searches for
1. stem cell",1269349006,Transplantation of stem cell (procedure),1,http://snomed.info/sct/731000124108/version/20240301
53,Lyme Disease,reviewed,,2024-06-03,"Updated 6/2024 to update scope (to clarify that scope includes infections from Borrelia species other than B. burgdorferi), to add details to search terms, and to add SNOMED CT value set members.",condition,Tuva-developed,,"Included:
1. Illnesses described as ""Lyme disease"" with any manifestation
2. Illnesses described as being due to Borrelia burgdorferi sensu lato, which refers collectively to species in the genus Borrelia that cause Lyme disease
3. Disease caused by any of the following organisms in the genus Borrelia: B. afzelii, B. bavariensis, B. burgdorferi (aka B. burgdorferi sensu stricto), B. garinii, B. mayonii, B. spielmanii.
4. Disease described as being due to organisms in the genus Borreliella (a new genus name meant to include causative agents for Lyme disease).

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Erythema migrans.  This skin lesion is typical for Lyme disease, and in some contexts may be considered to imply the presence ot Lyme disease by definition.  However, since identical rashes can occur due to other causes, an assertion of ""erythema migrans"" cannot be taken, in and of itself, as evidence of a Lyme disease diagnosis.
2. Disease stated to be due to Borrelia without specifying a species or specifying B. burgdorferi sensu lato.
3. Disease specified as being due to B. recurrentis, B. hermsii, B. parkeri, or B. miyamotoi, which are Borrelia species not commonly thought to cause Lyme disease.
4. Findings of the presence of antibodies to Lyme-causing organisms, since those may indicate an infection in the remote past.
5. History of Lyme disease","Candidate codes were identified for review based on ""contains"" searches for
1. lyme
2. borrelia
3. migrans AND NOT larva migrans
4. borreliella
And ICD-10-CM code ranges: A69.2*",23502006,Lyme disease (disorder),1,http://snomed.info/sct/731000124108/version/20240301
54,Multiple Myeloma,reviewed,,2024-04-04,,condition,Tuva-developed,,"Included:
1. All codes that describe multiple myeloma, aka ""plasma cell myeloma"".

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. ""Smoldering multiple myeloma"", which is considered a precursor state to multiple myeloma.","Candidate codes were identified for review based on ""contains"" searches for
1. myelom
And ICD-10-CM code ranges: C90*",109989006,Multiple myeloma (disorder),1,http://snomed.info/sct/731000124108/version/20240301
55,Parvovirus Infection,reviewed,,2024-04-04,,condition,Tuva-developed,,"Included:
1. Infection with any parvovirus, including parvovirus B19 (which is the cause of the syndromes ""erythema infectiosum"" aka ""fifth disease""), as well as human bocaviruses and human bufavirus.","Candidate codes were identified for review based on ""contains"" searches for
1. parvo
2. infectiosum
3. fifth
4. boca
5. bufa
And ICD-10-CM code ranges: *",186748004,Parvovirus infection (disorder),1,http://snomed.info/sct/731000124108/version/20240301
56,Respiratory Syncytial Virus Infection,reviewed,,2024-04-05,,condition,Tuva-developed,,"Included:
1. Any infection with respiratory syncytial virus","Candidate codes were identified for review based on ""contains"" searches for
1. rsv
2. syncyt
And ICD-10-CM code ranges: J2*",55735004,Respiratory syncytial virus infection (disorder),1,http://snomed.info/sct/731000124108/version/20240301
57,Rickettsiosis,reviewed,,2024-04-05,,condition,Tuva-developed,,"Included: All infections caused by organisms in the genus Rickettsia, or commonly considered to be a ""rickettsiosis"", ""spotted fever"", or ""typhus"".

Not included-Any of the following without assertion of one of the conditions in the ""included"" list above:
1. Infection caused by organisms in the genuses Ehrlichia and Anaplasma.  While these are in the order ""Rikettsiales"", and like the organisms that cause rickettsioses are intracellular bacteria, the disease they cause are not by common convention considered ""rickettioses"" (notwithstanding the fact that ICD-10-CM uses that verbiage with regard to these species).
2. Infection due to Bartonella quintana, aka ""trench fever"".  This organism was previously assigned to the genus ""Rickettsia"" but is no longer, and this condition is not generally considered to be a rickettsiosis.

The terms ""rickettsiosis"", ""rickettsia"", and ""rickettsiae"" are associated with some ambituity.  ""Rickettiosis"" refers to a set of diseases caused by intracellular bacteria.  At one point is was thought that all species that cause rickettiosis are from the genus Rickettsia (most famously, Rickettsia rickettsii, the cause of Rocky Mountain spotted fever, and Rickettsia prowazekii, the cause of epidemic typhus).  However, some organisms that cause diseases identified as ""rickettsioses"" have been taxonomically classified outside the genus Rickettsia, e.g. Orientia tsutsugamushi, the cause of ""scrub typhus"".","Candidate codes were identified for review based on ""contains"" searches for
1. rickett
2. typhus
3. spotted
4. boutonneuse
5. tick AND fever
6. brill
And ICD-10-CM code ranges: A75*, A77*, A79*",37246009,Disease caused by rickettsiae (disorder),1,http://snomed.info/sct/731000124108/version/20240301
58,Atherosclerosis,reviewed,,2024-04-05,,condition,Tuva-developed,,"Included:
1. Any assertion of atherosclerosis in an artery or arterial graft (including a venous arterial graft), regardless of degree of occlusion or mention of ischemia.
2. Any assertion of atherosclerosis of an organ or region of the body without assertion that the atherosclerosis is of an artery or arterial graft, e.g. ""cerebral atherosclerosis"" (since in the absence of specification, common convention implies this).
3. Assertion of ""atherosclerosis"" without further specification (see above).
4. Assertion of ""atheroembolus"" or ""atheroembolism"", which implies the presence of atherosclerosis.

Not included
1. ""Occlusion"" or ""stenosis"" of an artery or arterial graft without stipulation that it involves atherosclerosis.
2. Atherosclerosis asserted to be in a vein other than a vein used as an arterial graft.  While this is unlikely ever to be diagnosed (since, while it may occur, isn't generally believed to result in serious outcomes), and thus, won't be expected to be included in standardized vocabularies, it is mentioned here for clarity and completeness.","Candidate codes were identified for review based on ""contains"" searches for
1. athero
2. arterioscl

And ICD-10-CM code ranges: I25*, I70*, I75*",441574008,Atherosclerosis of artery (disorder),1,http://snomed.info/sct/731000124108/version/20240301
